"PERSONNEL_ID","BEGIN_DATE","END_DATE","CONTRACT_TYPE_ID","CONTRACT_TYPE_NAME","PROBATION","PROBATION_UNIT","CONTRACT_END_DATE","DISEMPLOY_EMPLOYER","DISEMPLOY_EMPLOYEE"
"80006390","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80006391","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80006392","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"10000393","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10026074","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20281231"," "," "
"10026075","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20281231"," "," "
"10003091","20181001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10020283","20251101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20351031"," "," "
"10026609","20251001","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260930"," "," "
"10026179","20260201","20270131","Y2","สัญญาปฏิบัติงาน",""," ","20270131"," "," "
"10026649","20251001","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260930"," "," "
"10017130","20201201","99991231","Y2","สัญญาปฏิบัติงาน","","","20301130","",""
"10026745","20251101","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20261031"," "," "
"10025894","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10025895","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10024199","20230701","20260630","Y2","สัญญาปฏิบัติงาน",""," ","20260630"," "," "
"10024735","20240401","99991231","Y2","สัญญาปฏิบัติงาน","","","20270331","",""
"80007517","20260105","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260513"," "," "
"80007906","20260105","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260513"," "," "
"10026912","20260301","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20270228"," "," "
"10026913","20260301","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20270228"," "," "
"80002291","20260202","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270201"," "," "
"80006814","20260301","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"10026939","20260101","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10026940","20260101","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10026941","20260101","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10026942","20260101","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10024836","20240601","99991231","Y2","สัญญาปฏิบัติงาน","","","20270531","",""
"10002025","20190901","99991231","Y2","สัญญาปฏิบัติงาน","","","20290831","",""
"10026304","20260401","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10017569","20210301","99991231","Y2","สัญญาปฏิบัติงาน","","","20310228","",""
"10024950","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20301231"," "," "
"10026778","20251201","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20261130"," "," "
"10026790","20251201","20261130","Y2","สัญญาปฏิบัติงาน",""," ","20261130"," "," "
"80007711","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"10002061","20171101","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"80001931","20260101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271231"," "," "
"80007840","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80007841","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"10000408","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350630"," "," "
"10026428","20250701","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260630"," "," "
"10026430","20250701","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260630"," "," "
"10025012","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10026359","20250601","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260531"," "," "
"80006991","20250501","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"80006992","20250501","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"10026820","20260101","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20261231"," "," "
"10024584","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300630"," "," "
"80007842","20260401","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20280615"," "," "
"10023929","20250401","20300331","Y2","สัญญาปฏิบัติงาน",""," ","20300331"," "," "
"10026847","20260101","20261231","Y2","สัญญาปฏิบัติงาน",""," ","20261231"," "," "
"10002815","20200701","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"80007800","20260115","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20280214"," "," "
"10025764","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280831"," "," "
"80007816","20260102","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270101"," "," "
"80007817","20260302","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270301"," "," "
"80007818","20260302","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270301"," "," "
"80007000","20250601","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260831"," "," "
"80007820","20260401","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270331"," "," "
"10004087","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20360930"," "," "
"10015468","20200401","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10000417","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20340430","",""
"10002442","20240701","99991231","Y2","สัญญาปฏิบัติงาน","","","20350930","",""
"10000403","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10003551","20120401","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10002306","20160601","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10001868","20210301","99991231","Y2","สัญญาปฏิบัติงาน","","","20360930","",""
"10002968","20210601","99991231","Y2","สัญญาปฏิบัติงาน","","","20350930","",""
"10003408","20190201","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10001301","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10002101","20200701","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10002110","20191001","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10002351","20140401","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10002732","20220801","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10002734","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10003090","20180101","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10002124","20150701","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10002336","20240101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261231","",""
"10002125","20200401","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10001698","20240301","99991231","Y2","สัญญาปฏิบัติงาน","","","20270228","",""
"10002341","20210801","99991231","Y2","สัญญาปฏิบัติงาน","","","20350930","",""
"10002344","20250401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280331","",""
"10002060","20150201","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10002128","20210401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10002384","20180401","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10001901","20231201","99991231","Y2","สัญญาปฏิบัติงาน","","","20331130","",""
"10002765","20201001","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10026821","20260101","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20261231"," "," "
"10026822","20260101","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20261231"," "," "
"10003163","20200401","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10003705","20170601","99991231","Y2","สัญญาปฏิบัติงาน","","","20360930","",""
"10003693","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10003836","20190201","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10003182","20150901","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10025754","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280831"," "," "
"10003226","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10003516","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350930"," "," "
"10002345","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261031","",""
"10001994","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10002355","20141201","99991231","Y2","สัญญาปฏิบัติงาน","","","20350930","",""
"10002731","20191201","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10026303","20250501","20260430","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260430"," "," "
"10002014","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261031","",""
"10002585","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280630"," "," "
"10003176","20130101","99991231","Y2","สัญญาปฏิบัติงาน","","","20360930","",""
"10002239","20201001","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10004011","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350930"," "," "
"10002269","20160801","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10002383","20250401","99991231","Y2","สัญญาปฏิบัติงาน","","","20350331","",""
"10002385","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10002305","20110701","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10002307","20240301","99991231","Y2","สัญญาปฏิบัติงาน","","","20270228","",""
"10001817","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10001869","20220801","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10019274","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20450930","",""
"10001998","20150201","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10002001","20161201","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10001105","20190801","99991231","Y2","สัญญาปฏิบัติงาน","","","20290731","",""
"10023659","20250601","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300531"," "," "
"10026201","20260301","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20290228"," "," "
"10025861","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"80007384","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"10004061","20210101","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10003980","20200801","99991231","Y2","สัญญาปฏิบัติงาน","","","20300731","",""
"10004039","20151201","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10003505","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10026232","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10020038","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20470930"," "," "
"10003964","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10019265","20241201","99991231","Y2","สัญญาปฏิบัติงาน","","","20341130","",""
"10004029","20221001","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10018797","20251001","20280930","Y2","สัญญาปฏิบัติงาน",""," ","20280930"," "," "
"10004550","20160901","99991231","Y2","สัญญาปฏิบัติงาน","","","20260831","",""
"10017572","20210301","99991231","Y2","สัญญาปฏิบัติงาน","","","20310228","",""
"10004693","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10011952","20171101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271031","",""
"10026233","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10011380","20151001","99991231","Y2","สัญญาปฏิบัติงาน","","","20360930","",""
"10011957","20200401","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10011962","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10023362","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20291231","",""
"10011969","20141001","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10012879","20080801","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10012954","20260301","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20270228"," "," "
"80005929","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260430"," "," "
"80007703","20251201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"80007704","20251201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"10026380","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10011385","20141101","99991231","Y2","สัญญาปฏิบัติงาน","","","20390930","",""
"10011795","20190701","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10026382","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10000407","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20340430","",""
"10012865","20230901","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10013209","20080601","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10026789","20251201","20261130","Y2","สัญญาปฏิบัติงาน",""," ","20261130"," "," "
"80007819","20260302","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270301"," "," "
"10013656","20200301","99991231","Y2","สัญญาปฏิบัติงาน","","","20300228","",""
"10000424","20221001","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10000431","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10013670","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10019412","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350630"," "," "
"10016816","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10013731","20150501","99991231","Y2","สัญญาปฏิบัติงาน","","","20390930","",""
"10002767","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350831"," "," "
"10013759","20210301","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10019656","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10013790","20200701","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10013996","20250601","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280531"," "," "
"10024902","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300930"," "," "
"10013663","20190701","99991231","Y2","สัญญาปฏิบัติงาน","","","20290630","",""
"10026379","20250601","20260531","Y2","สัญญาปฏิบัติงาน",""," ","20260531"," "," "
"10024204","20250401","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300331"," "," "
"10015609","20191001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10013729","20180301","99991231","Y2","สัญญาปฏิบัติงาน","","","20280229","",""
"10025496","20250501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10013793","20190901","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10014289","20180101","99991231","Y2","สัญญาปฏิบัติงาน","","","20350930","",""
"10014307","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"80007705","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80007706","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80007707","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80007708","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"10014705","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10020543","20210501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10015213","20240701","99991231","Y2","สัญญาปฏิบัติงาน","","","20270630","",""
"80007485","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271031"," "," "
"80007486","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271031"," "," "
"80007487","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271031"," "," "
"80006113","20260301","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"80007891","20260301","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"10015229","20250401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10015147","20230701","99991231","Y2","สัญญาปฏิบัติงาน","","","20260630","",""
"10025991","20251201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20281130"," "," "
"10015635","20191001","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"80000204","20231209","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260731","",""
"80004764","20250801","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20280731"," "," "
"10025574","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300930"," "," "
"10016023","20191101","99991231","Y2","สัญญาปฏิบัติงาน","","","20291031","",""
"10025684","20250801","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280731"," "," "
"10015762","20151001","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10016090","20201001","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10017017","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10025768","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280831"," "," "
"10021389","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10016566","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10016026","20191101","99991231","Y2","สัญญาปฏิบัติงาน","","","20291031","",""
"10016027","20201001","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10016435","20190901","99991231","Y2","สัญญาปฏิบัติงาน","","","20430930","",""
"10021440","20230301","99991231","Y2","สัญญาปฏิบัติงาน","","","20280229","",""
"10024874","20250601","20270531","Y2","สัญญาปฏิบัติงาน",""," ","20270531"," "," "
"10016568","20210701","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10016260","20211201","99991231","Y2","สัญญาปฏิบัติงาน","","","20311130","",""
"10016348","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261031","",""
"10016351","20210201","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"80006637","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260131"," "," "
"10016484","20250401","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10016488","20200601","99991231","Y2","สัญญาปฏิบัติงาน","","","20300531","",""
"10016489","20200701","99991231","Y2","สัญญาปฏิบัติงาน","","","20300630","",""
"10016553","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10016567","20181001","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10024119","20251001","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20300930"," "," "
"10019910","20250401","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"80007710","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80007488","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271031"," "," "
"10021709","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271031","",""
"10016781","20210501","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10016817","20200901","99991231","Y2","สัญญาปฏิบัติงาน","","","20300831","",""
"10016881","20151101","99991231","Y2","สัญญาปฏิบัติงาน","","","20360930","",""
"10024481","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280630"," "," "
"10025506","20250601","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280531"," "," "
"10016565","20160701","20260630","Y2","สัญญาปฏิบัติงาน",""," ","20260630"," "," "
"10020737","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10017086","20190901","99991231","Y2","สัญญาปฏิบัติงาน","","","20430930","",""
"10011743","20180101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10016878","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300930"," "," "
"10016885","20140901","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10017225","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10017018","20201003","99991231","Y2","สัญญาปฏิบัติงาน","","","20301002","",""
"10024597","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10017224","20200101","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10017226","20170101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261231","",""
"10019932","20211101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261031","",""
"10017249","20170101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261231","",""
"10022923","20260301","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20310228"," "," "
"10017410","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10025411","20250401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280331","",""
"10021092","20220501","99991231","Y2","สัญญาปฏิบัติงาน","","","20270430","",""
"10019952","20250501","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10017602","20210402","99991231","Y2","สัญญาปฏิบัติงาน","","","20310401","",""
"10017721","20140901","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10020409","20260201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20360131"," "," "
"10019909","20250401","99991231","Y2","สัญญาปฏิบัติงาน","","","20350331","",""
"10019773","20241201","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10017722","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10017723","20210601","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10017724","20190701","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10017726","20170401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10017727","20150401","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10017746","20170701","99991231","Y2","สัญญาปฏิบัติงาน","","","20270630","",""
"10026221","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"80000362","20230814","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260731","",""
"80001806","20221201","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20251130","",""
"80001962","20231001","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260930","",""
"10000394","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10017939","20240901","99991231","Y2","สัญญาปฏิบัติงาน","","","20270831","",""
"10026225","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10026229","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10026226","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10019520","20240701","99991231","Y2","สัญญาปฏิบัติงาน","","","20340630","",""
"10018172","20200401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10026227","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10018177","20210101","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10018091","20230901","99991231","Y2","สัญญาปฏิบัติงาน","","","20390930","",""
"10004183","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10018217","20130101","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10018228","20150101","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10018200","20150101","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10023056","20241101","99991231","Y2","สัญญาปฏิบัติงาน","","","20291031","",""
"10018285","20220801","99991231","Y2","สัญญาปฏิบัติงาน","","","20320731","",""
"10026082","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20281231"," "," "
