"STUDENTCODE","YEAR","SEMESTER","COURSECODE","TOTALCREDIT","GRADE","LASTUPDATE","FACCODE","DEPCODE","MAJORCODE"
"6532191121","2022","1","2301107","3","   ","08/04/2026","21","2109","21091"
"6532191121","2022","2","2301107","3","   ","08/04/2026","21","2109","21091"
"6532191121","2022","2","2109101","3","   ","08/04/2026","21","2109","21091"
"6532191121","2022","1","5500111","3","   ","08/04/2026","21","2109","21091"
"6532191121","2022","1","2302127","3","   ","08/04/2026","21","2109","21091"
"6532192821","2025","1","2602313","3","   ","08/04/2026","21","2104","21040"
"6532192821","2025","1","2104493","3","   ","08/04/2026","21","2104","21040"
"6532192821","2025","1","2104429","3","   ","08/04/2026","21","2104","21040"
"6532192821","2024","2","5500308","3","   ","08/04/2026","21","2104","21040"
"6532192821","2024","2","2104362","1","   ","08/04/2026","21","2104","21040"
"6532192821","2024","2","2104358","3","   ","08/04/2026","21","2104","21040"
"6532192821","2024","2","2104352","3","   ","08/04/2026","21","2104","21040"
"6532192821","2024","1","2104361","1","   ","08/04/2026","21","2104","21040"
"6532192821","2024","1","2104356","2","   ","08/04/2026","21","2104","21040"
"6532192821","2024","1","2104353","3","   ","08/04/2026","21","2104","21040"
"6532192821","2024","1","2102392","1","   ","08/04/2026","21","2104","21040"
"6532192821","2024","1","0201286","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","2","2104259","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","2","2104257","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","2","2104254","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","2","2103261","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","1","2305120","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","1","2104255","3","   ","08/04/2026","21","2104","21040"
"6532192821","2023","1","2104251","2","   ","08/04/2026","21","2104","21040"
"6532192821","2022","2","5500112","3","   ","08/04/2026","21","2104","21040"
"6532192821","2022","2","2304104","3","   ","08/04/2026","21","2104","21040"
"6532192821","2022","2","2110101","3","   ","08/04/2026","21","2104","21040"
"6532192821","2022","2","2100111","3","   ","08/04/2026","21","2104","21040"
"6532192821","2022","1","2304183","1","   ","08/04/2026","21","2104","21040"
"6532192821","2022","1","2302163","1","   ","08/04/2026","21","2104","21040"
"6532192821","2022","1","2301107","3","   ","08/04/2026","21","2104","21040"
"6532193421","2025","1","2313221","3","   ","08/04/2026","21","2110","21100"
"6532193421","2025","1","2110507","3","   ","08/04/2026","21","2110","21100"
"6532193421","2025","1","2110415","3","   ","08/04/2026","21","2110","21100"
"6532193421","2025","1","2100301","2","   ","08/04/2026","21","2110","21100"
"6532193421","2024","2","2110471","3","   ","08/04/2026","21","2110","21100"
"6532193421","2024","2","2110336","3","   ","08/04/2026","21","2110","21100"
"6532193421","2024","2","0296112","3","   ","08/04/2026","21","2110","21100"
"6532193421","2024","1","2110431","3","   ","08/04/2026","21","2110","21100"
"6532193421","2024","1","2110363","1","   ","08/04/2026","21","2110","21100"
"6532193421","2024","1","2110335","3","   ","08/04/2026","21","2110","21100"
"6532193421","2024","1","2110233","1","   ","08/04/2026","21","2110","21100"
"6532193421","2023","2","5500208","3","   ","08/04/2026","21","2110","21100"
"6532193421","2023","2","2110366","1","   ","08/04/2026","21","2110","21100"
"6532193421","2023","2","2110327","3","   ","08/04/2026","21","2110","21100"
"6532193421","2023","2","2110201","3","   ","08/04/2026","21","2110","21100"
"6532193421","2023","1","2603284","3","   ","08/04/2026","21","2110","21100"
"6532193421","2023","1","2110263","1","   ","08/04/2026","21","2110","21100"
"6532193421","2023","1","2110211","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","2","5500112","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","2","2304104","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","2","2302127","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","2","2110221","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","1","5500111","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","1","2304103","3","   ","08/04/2026","21","2110","21100"
"6532193421","2022","1","2110101","3","   ","08/04/2026","21","2110","21100"
"6532194021","2025","1","2108298","3","   ","08/04/2026","21","2106","21063"
"6532194021","2025","1","2106444","3","   ","08/04/2026","21","2106","21063"
"6532194021","2025","1","2103295","3","   ","08/04/2026","21","2106","21063"
"6532194021","2025","1","2102391","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","2","5500308","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","2","2106433","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","2","2106412","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","1","2108298","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","1","2106441","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","1","2106310","3","   ","08/04/2026","21","2106","21063"
"6532194021","2024","1","2103213","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","2","3404117","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","2","2301107","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","2","2106316","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","2","2104253","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","1","5500208","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","1","2301107","3","   ","08/04/2026","21","2106","21063"
"6532194021","2023","1","2106222","1","   ","08/04/2026","21","2106","21063"
"6532194021","2023","1","2106208","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","3","5500112","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","3","2305100","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","2","3200106","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","2","2302127","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","2","2110101","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","2","2100111","3","   ","08/04/2026","21","2106","21063"
"6532194021","2022","1","2304183","1","   ","08/04/2026","21","2106","21063"
"6532194021","2022","1","2302163","1","   ","08/04/2026","21","2106","21063"
"6532194021","2022","1","2301107","3","   ","08/04/2026","21","2106","21063"
"6532195721","2025","1","2313221","3","   ","08/04/2026","21","2104","21040"
"6532195721","2025","1","2104456","3","   ","08/04/2026","21","2104","21040"
"6532195721","2025","1","2100301","2","   ","08/04/2026","21","2104","21040"
"6532195721","2024","2","2746292","3","   ","08/04/2026","21","2104","21040"
"6532195721","2024","2","2104359","3","   ","08/04/2026","21","2104","21040"
"6532195721","2024","2","2104354","3","   ","08/04/2026","21","2104","21040"
"6532195721","2024","2","2103393","1","   ","08/04/2026","21","2104","21040"
"6532195721","2024","1","2104357","3","   ","08/04/2026","21","2104","21040"
"6532195721","2024","1","2104355","2","   ","08/04/2026","21","2104","21040"
"6532195721","2024","1","2104351","3","   ","08/04/2026","21","2104","21040"
"6532195721","2024","1","2102391","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","3","3305101","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","2","2104259","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","2","2104257","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","2","2104254","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","2","2103261","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","1","3200106","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","1","2104255","3","   ","08/04/2026","21","2104","21040"
"6532195721","2023","1","2104251","2","   ","08/04/2026","21","2104","21040"
"6532195721","2022","2","5500112","3","   ","08/04/2026","21","2104","21040"
"6532195721","2022","2","2304104","3","   ","08/04/2026","21","2104","21040"
"6532195721","2022","2","2110101","3","   ","08/04/2026","21","2104","21040"
"6532195721","2022","2","2100111","3","   ","08/04/2026","21","2104","21040"
"6532195721","2022","1","2304183","1","   ","08/04/2026","21","2104","21040"
"6532195721","2022","1","2302127","3","   ","08/04/2026","21","2104","21040"
"6532195721","2022","1","2103106","3","   ","08/04/2026","21","2104","21040"
"6532196321","2025","1","5100101","3","   ","08/04/2026","21","2110","21100"
"6532196321","2025","1","2110488","2","   ","08/04/2026","21","2110","21100"
"6532196321","2025","1","2110431","3","   ","08/04/2026","21","2110","21100"
"6532196321","2025","1","2100301","2","   ","08/04/2026","21","2110","21100"
"6532196321","2024","2","5500308","3","   ","08/04/2026","21","2110","21100"
"6532196321","2024","2","2110524","3","   ","08/04/2026","21","2110","21100"
"6532196321","2024","2","2110446","3","   ","08/04/2026","21","2110","21100"
"6532196321","2024","2","2110313","3","   ","08/04/2026","21","2110","21100"
"6532196321","2024","1","2110500","0","   ","08/04/2026","21","2110","21100"
"6532196321","2024","1","2110352","3","   ","08/04/2026","21","2110","21100"
"6532196321","2024","1","2110322","3","   ","08/04/2026","21","2110","21100"
"6532196321","2024","1","2110211","3","   ","08/04/2026","21","2110","21100"
"6532196321","2023","2","5500208","3","   ","08/04/2026","21","2110","21100"
"6532196321","2023","2","2110366","1","   ","08/04/2026","21","2110","21100"
"6532196321","2023","2","2110327","3","   ","08/04/2026","21","2110","21100"
"6532196321","2023","2","2110221","3","   ","08/04/2026","21","2110","21100"
"6532196321","2023","1","2603284","3","   ","08/04/2026","21","2110","21100"
"6532196321","2023","1","2110263","1","   ","08/04/2026","21","2110","21100"
"6532196321","2023","1","2110215","3","   ","08/04/2026","21","2110","21100"
"6532196321","2023","1","2110202","4","   ","08/04/2026","21","2110","21100"
"6532196321","2022","3","0201255","3","   ","08/04/2026","21","2110","21100"
"6532196321","2022","2","2304184","1","   ","08/04/2026","21","2110","21100"
"6532196321","2022","2","2301108","3","   ","08/04/2026","21","2110","21100"
"6532196321","2022","2","2109101","3","   ","08/04/2026","21","2110","21100"
"6532196321","2022","1","5500111","3","   ","08/04/2026","21","2110","21100"
"6532196321","2022","1","2304103","3","   ","08/04/2026","21","2110","21100"
"6532196321","2022","1","2302127","3","   ","08/04/2026","21","2110","21100"
"6532196321","2022","1","2103106","3","   ","08/04/2026","21","2110","21100"
"6532197021","2025","1","2109494","3","   ","08/04/2026","21","2109","21091"
"6532197021","2025","1","2109478","1","   ","08/04/2026","21","2109","21091"
"6532197021","2025","1","2109430","3","   ","08/04/2026","21","2109","21091"
"6532197021","2025","1","2109411","3","   ","08/04/2026","21","2109","21091"
"6532197021","2025","1","2103106","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","2","2109400","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","2","2109341","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","2","2109335","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","2","2103231","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","1","2109377","1","   ","08/04/2026","21","2109","21091"
"6532197021","2024","1","2109321","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","1","2103213","3","   ","08/04/2026","21","2109","21091"
"6532197021","2024","1","2102391","3","   ","08/04/2026","21","2109","21091"
"6532197021","2023","3","2301108","3","   ","08/04/2026","21","2109","21091"
"6532197021","2023","2","2603284","3","   ","08/04/2026","21","2109","21091"
"6532197021","2023","2","2109277","1","   ","08/04/2026","21","2109","21091"
"6532197021","2023","2","2109212","3","   ","08/04/2026","21","2109","21091"
"6532197021","2023","1","2304103","3","   ","08/04/2026","21","2109","21091"
"6532197021","2023","1","2109276","1","   ","08/04/2026","21","2109","21091"
"6532197021","2023","1","2109210","3","   ","08/04/2026","21","2109","21091"
"6532197021","2022","3","3700107","3","   ","08/04/2026","21","2109","21091"
"6532197021","2022","2","5500112","3","   ","08/04/2026","21","2109","21091"
"6532197021","2022","2","2304184","1","   ","08/04/2026","21","2109","21091"
"6532197021","2022","2","2110101","3","   ","08/04/2026","21","2109","21091"
"6532197021","2022","2","2100111","3","   ","08/04/2026","21","2109","21091"
"6532197021","2022","1","2304183","1","   ","08/04/2026","21","2109","21091"
"6532197021","2022","1","2301107","3","   ","08/04/2026","21","2109","21091"
"6273005621","2024","2","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2024","1","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2023","2","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2023","1","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2022","2","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2022","1","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2021","2","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2021","1","5500560","3","   ","08/04/2026","21","2105","21050"
"6273005621","2021","1","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2020","2","2105894","0","   ","08/04/2026","21","2105","21050"
"6273005621","2020","1","2105829","60","   ","08/04/2026","21","2105","21050"
"6273005621","2019","2","5500532","3","   ","08/04/2026","21","2105","21050"
"6273005621","2019","2","2105718","1","   ","08/04/2026","21","2105","21050"
"6273008521","2024","2","2107828","48","   ","08/04/2026","21","2107","21070"
"6273008521","2024","1","2107828","48","   ","08/04/2026","21","2107","21070"
"6273008521","2023","2","2107828","48","   ","08/04/2026","21","2107","21070"
"6273008521","2022","2","2107828","48","   ","08/04/2026","21","2107","21070"
"6273008521","2022","1","2107796","1","   ","08/04/2026","21","2107","21070"
"6273008521","2021","2","2107795","1","   ","08/04/2026","21","2107","21070"
"6273008521","2021","1","2107794","1","   ","08/04/2026","21","2107","21070"
"6273008521","2020","2","2107828","48","   ","08/04/2026","21","2107","21070"
"6273008521","2020","1","5500560","3","   ","08/04/2026","21","2107","21070"
"6273008521","2020","1","2107792","1","   ","08/04/2026","21","2107","21070"
"6273008521","2019","2","2107897","0","   ","08/04/2026","21","2107","21070"
"6273009121","2025","1","2100894","0","   ","08/04/2026","21","2100","21007"
"6273009121","2024","2","2100894","0","   ","08/04/2026","21","2100","21007"
"6273009121","2024","1","2100894","0","   ","08/04/2026","21","2100","21007"
"6273009121","2023","2","2100894","0","   ","08/04/2026","21","2100","21007"
"6273009121","2023","1","3000793","3","   ","08/04/2026","21","2100","21007"
"6273009121","2023","1","2100828","48","   ","08/04/2026","21","2100","21007"
"6532197021","2022","1","2304103","3","   ","08/04/2026","21","2109","21091"
"6532199221","2025","1","2313210","3","   ","08/04/2026","21","2105","21050"
"6532199221","2025","1","2105419","1","   ","08/04/2026","21","2105","21050"
"6532199221","2025","1","2105415","4","   ","08/04/2026","21","2105","21050"
"6532199221","2025","1","2105413","3","   ","08/04/2026","21","2105","21050"
"6532199221","2024","2","2105319","1","   ","08/04/2026","21","2105","21050"
"6532199221","2024","2","2105316","3","   ","08/04/2026","21","2105","21050"
"6532199221","2024","2","2105311","3","   ","08/04/2026","21","2105","21050"
"6532199221","2024","2","2104181","3","   ","08/04/2026","21","2105","21050"
"6532199221","2024","1","2105320","1","   ","08/04/2026","21","2105","21050"
"6532199221","2024","1","2105313","3","   ","08/04/2026","21","2105","21050"
"6532199221","2024","1","2105310","3","   ","08/04/2026","21","2105","21050"
"6532199221","2024","1","0123101","3","   ","08/04/2026","21","2105","21050"
"6532199221","2023","2","2105217","3","   ","08/04/2026","21","2105","21050"
"6532199221","2023","2","2105214","3","   ","08/04/2026","21","2105","21050"
"6532199221","2023","2","2100225","3","   ","08/04/2026","21","2105","21050"
"6532199221","2023","1","2307206","3","   ","08/04/2026","21","2105","21050"
"6532199221","2023","1","2105216","3","   ","08/04/2026","21","2105","21050"
"6532199221","2023","1","2105211","1","   ","08/04/2026","21","2105","21050"
"6532199221","2022","3","2301108","3","   ","08/04/2026","21","2105","21050"
"6532199221","2022","2","2304184","1","   ","08/04/2026","21","2105","21050"
"6532199221","2022","2","2301107","3","   ","08/04/2026","21","2105","21050"
"6532199221","2022","2","2109101","3","   ","08/04/2026","21","2105","21050"
"6532199221","2022","1","5500111","3","   ","08/04/2026","21","2105","21050"
"6532199221","2022","1","2304103","3","   ","08/04/2026","21","2105","21050"
"6532199221","2022","1","2302127","3","   ","08/04/2026","21","2105","21050"
"6532199221","2022","1","2103106","3","   ","08/04/2026","21","2105","21050"
"6532200121","2025","1","2301312","3","   ","08/04/2026","21","2107","21070"
"6532200121","2025","1","2112342","3","   ","08/04/2026","21","2107","21070"
"6532200121","2025","1","2107444","3","   ","08/04/2026","21","2107","21070"
"6532200121","2025","1","2100301","2","   ","08/04/2026","21","2107","21070"
"6532200121","2024","2","2112344","1","   ","08/04/2026","21","2107","21070"
"6532200121","2024","2","2108306","1","   ","08/04/2026","21","2107","21070"
"6532200121","2024","2","2107462","3","   ","08/04/2026","21","2107","21070"
"6532200121","2024","2","2107445","4","   ","08/04/2026","21","2107","21070"
"6532200121","2024","1","2304104","3","   ","08/04/2026","21","2107","21070"
"6532200121","2024","1","2107484","3","   ","08/04/2026","21","2107","21070"
"6532200121","2024","1","2104203","3","   ","08/04/2026","21","2107","21070"
"6532200121","2023","2","2222100","3","   ","08/04/2026","21","2107","21070"
"6532200121","2023","2","2107451","2","   ","08/04/2026","21","2107","21070"
"6532200121","2023","2","2107215","2","   ","08/04/2026","21","2107","21070"
"6532200121","2023","2","2100225","3","   ","08/04/2026","21","2107","21070"
"6532200121","2023","1","2107448","2","   ","08/04/2026","21","2107","21070"
"6532200121","2023","1","2107311","3","   ","08/04/2026","21","2107","21070"
"6532200121","2023","1","2103213","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","3","2305100","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","3","0296110","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","2","3404117","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","2","2304104","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","2","2110101","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","2","2100111","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","1","2304183","1","   ","08/04/2026","21","2107","21070"
"6532200121","2022","1","2302127","3","   ","08/04/2026","21","2107","21070"
"6532200121","2022","1","2103106","3","   ","08/04/2026","21","2107","21070"
"6532201821","2025","1","3200106","3","   ","08/04/2026","21","2110","21100"
"6532201821","2025","1","2110521","3","   ","08/04/2026","21","2110","21100"
"6532201821","2025","1","2110488","2","   ","08/04/2026","21","2110","21100"
"6532201821","2025","1","2110413","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","2","5500308","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","2","2110471","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","2","2110446","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","2","2110336","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","1","2110431","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","1","2110363","1","   ","08/04/2026","21","2110","21100"
"6532201821","2024","1","2110335","3","   ","08/04/2026","21","2110","21100"
"6532201821","2024","1","2110233","1","   ","08/04/2026","21","2110","21100"
"6532201821","2024","1","0123101","3","   ","08/04/2026","21","2110","21100"
"6532201821","2023","2","2750178","3","   ","08/04/2026","21","2110","21100"
"6532201821","2023","2","2110356","3","   ","08/04/2026","21","2110","21100"
"6532201821","2023","2","2110316","3","   ","08/04/2026","21","2110","21100"
"6532201821","2023","1","3401102","3","   ","08/04/2026","21","2110","21100"
"6532201821","2023","1","2110263","1","   ","08/04/2026","21","2110","21100"
"6532201821","2023","1","2110211","3","   ","08/04/2026","21","2110","21100"
"6532201821","2022","3","3700104","3","   ","08/04/2026","21","2110","21100"
"6532201821","2022","2","2304184","1","   ","08/04/2026","21","2110","21100"
"6532201821","2022","2","2302163","1","   ","08/04/2026","21","2110","21100"
"6532201821","2022","2","2301108","3","   ","08/04/2026","21","2110","21100"
"6532201821","2022","2","2110215","3","   ","08/04/2026","21","2110","21100"
"6532201821","2022","1","2304183","1","   ","08/04/2026","21","2110","21100"
"6532201821","2022","1","2301107","3","   ","08/04/2026","21","2110","21100"
"6532201821","2022","1","2100111","3","   ","08/04/2026","21","2110","21100"
"6532202421","2025","1","2104493","3","   ","08/04/2026","21","2104","21040"
"6532202421","2024","2","5500308","3","   ","08/04/2026","21","2104","21040"
"6532202421","2024","2","2104362","1","   ","08/04/2026","21","2104","21040"
"6532202421","2024","2","2104358","3","   ","08/04/2026","21","2104","21040"
"6532202421","2024","2","2104352","3","   ","08/04/2026","21","2104","21040"
"6532202421","2024","1","2104361","1","   ","08/04/2026","21","2104","21040"
"6532202421","2024","1","2104356","2","   ","08/04/2026","21","2104","21040"
"6532202421","2024","1","2104353","3","   ","08/04/2026","21","2104","21040"
"6532202421","2024","1","2102392","1","   ","08/04/2026","21","2104","21040"
"6532202421","2024","1","2100310","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","2","2104259","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","2","2104257","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","2","2104254","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","2","2103261","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","1","3200106","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","1","2104255","3","   ","08/04/2026","21","2104","21040"
"6532202421","2023","1","2104251","2","   ","08/04/2026","21","2104","21040"
"6532202421","2022","2","5500112","3","   ","08/04/2026","21","2104","21040"
"6532202421","2022","2","2304104","3","   ","08/04/2026","21","2104","21040"
"6532202421","2022","2","2110101","3","   ","08/04/2026","21","2104","21040"
"6532202421","2022","2","2100111","3","   ","08/04/2026","21","2104","21040"
"6532202421","2022","1","2304183","1","   ","08/04/2026","21","2104","21040"
"6532202421","2022","1","2302163","1","   ","08/04/2026","21","2104","21040"
"6532202421","2022","1","2301107","3","   ","08/04/2026","21","2104","21040"
"6532203021","2025","1","2110606","3","   ","08/04/2026","21","2110","21100"
"6532203021","2025","1","2110500","0","   ","08/04/2026","21","2110","21100"
"6532203021","2025","1","2110431","3","   ","08/04/2026","21","2110","21100"
"6532203021","2025","1","2100301","2","   ","08/04/2026","21","2110","21100"
"6532203021","2024","2","2110572","3","   ","08/04/2026","21","2110","21100"
"6532203021","2024","2","2110471","3","   ","08/04/2026","21","2110","21100"
"6532203021","2024","2","2110392","1","   ","08/04/2026","21","2110","21100"
"6532203021","2024","2","2110313","3","   ","08/04/2026","21","2110","21100"
"6532203021","2024","1","2110507","3","   ","08/04/2026","21","2110","21100"
"6532203021","2024","1","2110363","1","   ","08/04/2026","21","2110","21100"
"6532203021","2024","1","2110335","3","   ","08/04/2026","21","2110","21100"
"6532203021","2024","1","2110233","1","   ","08/04/2026","21","2110","21100"
