"PERSONNEL_ID","BEGIN_DATE","END_DATE","POSITIONTYPE_ID","POSITIONTYPE_NAME","POSITIONTYPE_TEXT","FIELDSTUDY","SUBDISCIPLINE_1","SUBDISCIPLINE_2","SUBDISCIPLINE_3","SUBDISCIPLINE_4","SUBDISCIPLINE_5"
"10002061","20170508","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์"," "," "," "," "," "," "
"10000408","20250701","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้าภารกิจทะเบียนและประเมินผล"," "," "," "," "," "," "
"10026430","20250701","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10025012","20011001","20041208","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10025012","20170104","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10025012","20041209","20170103","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10026359","20250601","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10024584","20230101","20240722","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10024584","20240723","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมอิเล็กทรอนิกส์"," "," "," "," "," "
"10023929","20241101","20280629","0001","ตำแหน่งบริหารมีวาระ","ผู้ช่วยอธิการบดี"," "," "," "," "," "," "
"10023929","20240518","20241031","0009","ตำแหน่งรักษาการ","ผู้รักษาการแทนผู้ช่วยอธิการบดี"," "," "," "," "," "," "
"10023929","20240527","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมวัสดุ"," "," "," "," "," "
"00038419","20180901","20220830","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการฝ่ายวิชาการสถาบันขนส่ง"," "," "," "," "," "," "
"00038419","20240816","20241226","0001","ตำแหน่งบริหารมีวาระ","ผู้รักษาการแทนรองผู้อำนวยการฝ่ายวิชาการสถาบันขนส่ง"," "," "," "," "," "," "
"00038419","20050506","20111226","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์"," "," "," "," "," "," "
"00038419","20181016","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโธยา"," "," "," "," "," "
"00038419","20220831","20240815","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการฝ่ายวิชาการสถาบันขนส่ง"," "," "," "," "," "," "
"00038419","20241227","20281226","0001","ตำแหน่งบริหารมีวาระ","ผู้อำนวยการสถาบันการขนส่ง"," "," "," "," "," "," "
"00038419","20111227","20181015","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์"," "," "," "," "," "," "
"00032103","20131001","20160517","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"00032103","20151208","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00032103","20000229","20151207","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002815","20060919","20181028","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002815","20181029","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"10025764","20240901","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"10004087","20100311","20130728","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์"," "," "," "," "," "," "
"10004087","20230726","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมสิ่งแวดล้อม"," "," "," "," "," "
"10004087","20130729","20230725","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์"," "," "," "," "," "," "
"00033029","19930818","19990930","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00033029","20171017","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมสิ่งแวดล้อม","","","","",""
"00033029","19991001","20171016","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10015468","20230127","20251114","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีสำนักวิชาทรัพยากรการเกษตร"," "," "," "," "," "," "
"10015468","20181008","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมคอมพิวเตอร์"," "," "," "," "," "
"10015468","20260124","99991231","0009","ตำแหน่งรักษาการ","ผู้รักษาการแทนรองคณบดีคณะเกษตรศาสตร์บูรณาการ"," "," "," "," "," "," "
"10015468","20100701","20181007","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์"," "," "," "," "," "," "
"10015468","20251115","20260123","0009","ตำแหน่งรักษาการ","ผู้รักษาการแทนรองคณบดีสำนักวิชาทรัพยากรการเกษตร"," "," "," "," "," "," "
"10002442","20100629","20140628","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสถาบัน","","","","","",""
"10002442","20100308","20181030","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002442","20050527","20100307","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002442","20181031","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10003551","20110708","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10003551","20071225","20110707","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002306","20031219","20150825","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002306","20150826","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10001868","20151208","20180813","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10001868","20040114","20151207","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10001868","20180814","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10002968","20200701","20240630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีฝ่ายวิจัยคณะวิศวกรรมศาสตร์","","","","","",""
"10002968","20121227","20191225","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002968","20160701","20200630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"10002968","20060914","20121226","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002968","20191226","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"10003408","20170623","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10003408","20120131","20170622","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002101","20181031","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมคอมพิวเตอร์","","","","",""
"10002101","20070301","20181030","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002110","20170801","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้าภารกิจบริหารทรัพยากรมนุษย์","","","","","",""
"10002351","20060712","20121119","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002351","20121120","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002732","20060815","20211121","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002732","20211122","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเคมี","วิศวกรรมเคมี","","","",""
"10002734","20220207","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"10002734","20100322","20220206","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003090","20071001","20170928","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003090","20170929","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002124","20071001","20140610","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002124","20140611","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002336","20110901","20150831","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชา","","","","","",""
"10002336","20220316","20230831","0001","ตำแหน่งบริหารมีวาระ","ผู้รักษาการแทนหัวหน้าภาควิชาวิศวกรรมโลหการ","","","","","",""
"10002336","20150330","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002125","20041216","20180920","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002125","20240518","20241031","0009","ตำแหน่งรักษาการ","ผู้รักษาการแทนผู้ช่วยอธิการบดี","","","","","",""
"10002125","20241101","20280629","0001","ตำแหน่งบริหารมีวาระ","ผู้ช่วยอธิการบดี","","","","","",""
"10002125","20180921","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมโทรคมนาคมและการสื่อสาร","วิศวกรรมโทรคมนาคม","","","",""
"10001698","20150611","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเครื่องกล","","","","",""
"10002341","20200127","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมเครื่องกล","วิศวกรรมเครื่องกลและการออกแบบ","","","",""
"10002341","20071207","20200126","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002344","20181029","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมนิวเคลียร์","","","","",""
"10002060","20160729","20200728","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมสิ่งแวดล้อม","","","","","",""
"10002060","20050214","20140603","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002060","20200731","20240730","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมสิ่งแวดล้อม","","","","","",""
"10002060","20140604","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002128","20060918","20190328","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002128","20190329","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"10002384","20100616","20160814","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002384","20050425","20100615","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002384","20160815","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"10002765","20181031","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10002765","20060927","20181030","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10026822","20260101","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10003163","20181029","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10003163","20080610","20181028","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003705","20081201","20161002","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003705","20161003","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10003836","20180219","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10003836","20100609","20180218","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003182","20141226","20161124","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสถาบัน","","","","","",""
"10003182","20201125","20241124","0001","ตำแหน่งบริหารมีวาระ","ผู้อำนวยการสถาบันวิจัยพลังงาน","","","","","",""
"10003182","20161125","20201124","0001","ตำแหน่งบริหารมีวาระ","ผู้อำนวยการสถาบัน","","","","","",""
"10003182","20141104","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10025754","20240901","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"10002345","20200228","20240227","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมแหล่งน้ำ","","","","","",""
"10002345","20160226","20200225","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมแหล่งน้ำ","","","","","",""
"10002345","20150116","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002355","20060630","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002355","20040501","20060629","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002731","20200701","20240630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีฝ่ายบริหารคณะวิศวกรรมศาสตร์","","","","","",""
"10002731","20051201","20100120","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002731","20180205","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10002731","20160701","20200630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"10002731","20240701","20280630","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมโยธา","","","","","",""
"10002731","20100121","20180204","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10026303","20250501","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10002014","20150305","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002585","20161017","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003176","20200701","20240630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีฝ่ายเทคโนโลยีการเรียนรู้คณะวิศวะกรรมศาสตร์","","","","","",""
"10003176","20081201","20120307","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10003176","20160701","20200630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"10003176","20240701","20280630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีฝ่ายสารสนเทศคณะวิศวกรรมศาสตร์","","","","","",""
"10003176","20120308","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002269","20141211","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"10002269","20080922","20141210","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002269","20041120","20080921","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002305","20041121","20110118","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002305","20160527","20180617","0001","ตำแหน่งบริหารมีวาระ","ผู้ช่วยอธิการบดี","","","","","",""
"10002305","20110119","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002307","20150305","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"10001869","20051222","20210912","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10001869","20210913","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมโยธา","วิศวกรรมโครงสร้าง","","","",""
"10019274","20180312","20240303","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์"," "," "," "," "," "," "
"10019274","20240304","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมเคมี"," "," "," "," "," "
"10001998","20130613","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10001998","20041123","20130612","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10002001","20121001","20150930","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"10002001","20200701","20240630","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมไฟฟ้า","","","","","",""
"10002001","20160516","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10002001","20160517","20200517","0001","ตำแหน่งบริหารมีวาระ","ผู้ช่วยอธิการบดี","","","","","",""
"10002001","20091001","20160515","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10004061","20120423","20180701","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
