"PERSONNEL_ID","BEGIN_DATE","END_DATE","STATUS_ID","STATUS_NAME","ACTION_ID","ACTION_NAME","REASON_ID","REASON_NAME","MODIFY_USER"
"00041233","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00041234","20230701","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","01","ลาออก","0100PAA102"
"00041286","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00041287","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00041288","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00041289","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10011221","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10018042","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019301","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019318","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019393","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019395","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019414","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00042152","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00040767","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
